#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 765 0 0 0 0 0 0 0 0 0 0 0
2 417 0 0 0 0 0 0 0 0 0 0 0
3 266 0 0 0 0 0 1 0 0 0 0 0
4 197 0 0 0 0 0 0 0 0 0 0 0
5 173 0 0 0 0 0 0 0 0 0 0 0
6 115 0 0 0 0 0 0 0 0 0 0 0
7 104 0 0 0 0 0 0 0 0 0 0 0
8 96 0 0 0 0 0 0 0 0 0 0 0
9 89 0 0 0 0 0 0 0 0 0 0 0
10 82 0 0 0 0 0 0 0 0 0 0 0
11 58 0 0 0 0 0 0 0 0 0 0 0
12 49 0 0 0 0 0 0 0 0 0 0 0
13 51 0 0 0 0 0 0 0 0 0 0 0
14 62 0 0 0 0 0 0 0 0 0 0 0
15 57 0 0 0 0 0 0 0 0 0 0 0
16 52 0 0 0 0 0 0 0 0 0 0 0
17 40 0 0 0 0 0 0 0 0 0 0 0
18 44 0 0 0 0 0 0 0 0 0 0 0
19 38 0 0 0 0 0 0 0 0 0 0 0
20 48 0 0 0 0 0 0 0 0 0 0 0
21 33 0 0 0 0 0 0 0 0 0 0 0
22 31 0 0 0 0 0 0 0 0 0 0 0
23 39 0 0 0 0 0 0 0 0 0 0 0
24 30 0 0 0 0 0 0 0 0 0 0 0
25 31 0 0 0 0 0 0 0 0 0 0 0
26 31 0 0 0 0 0 0 0 0 0 0 0
27 31 0 0 0 0 0 0 0 0 0 0 0
28 32 0 0 0 0 0 0 0 0 0 0 0
29 34 0 0 0 0 0 0 0 0 0 0 0
30 23 0 0 0 0 0 0 0 0 0 0 0
31 15 0 0 0 0 0 0 0 0 0 0 0
32 27 0 0 0 0 0 0 0 0 0 0 0
33 23 0 0 0 0 0 0 0 0 0 0 0
34 19 0 0 0 0 0 0 0 0 0 0 0
35 24 0 0 0 0 0 0 0 0 0 0 0
36 19 0 0 0 0 0 0 0 0 0 0 0
37 24 0 0 0 0 0 0 0 0 0 0 0
38 28 0 0 0 0 0 0 0 0 0 0 0
39 18 0 0 0 0 0 0 0 0 0 0 0
40 25 0 0 0 0 0 0 0 0 0 0 0
41 20 0 0 0 0 0 0 0 0 0 0 0
42 20 0 0 0 0 0 0 0 0 0 0 0
43 23 0 0 0 0 0 0 0 0 0 0 0
44 22 0 0 0 0 0 0 0 0 0 0 0
45 16 0 0 0 0 0 0 0 0 0 0 0
46 16 0 0 0 0 0 0 0 0 0 0 0
47 15 0 0 0 0 0 0 0 0 0 0 0
48 17 0 0 0 0 0 0 0 0 0 0 0
49 24 0 0 0 0 0 0 0 0 0 0 0
50 16 0 0 0 0 0 0 0 0 0 0 0
51 16 0 0 0 0 0 0 0 0 0 0 0
52 12 0 0 0 0 0 0 0 0 0 0 0
53 9 0 0 0 0 0 0 0 0 0 0 0
54 9 0 0 0 0 0 0 0 0 0 0 0
55 14 0 0 0 0 0 0 0 0 0 0 0
56 14 0 0 0 0 0 0 0 0 0 0 0
57 11 0 0 0 0 0 0 0 0 0 0 0
58 14 0 0 0 0 0 0 0 0 0 0 0
59 14 0 0 0 0 0 0 0 0 0 0 0
60 17 0 0 0 0 0 0 0 0 0 0 0
61 13 0 0 0 0 0 0 0 0 0 0 0
62 19 0 0 0 0 0 0 0 0 0 0 0
63 15 0 0 0 0 0 0 0 0 0 0 0
64 18 0 0 0 0 0 0 0 0 0 0 0
65 15 0 0 0 0 0 0 0 0 0 0 0
66 10 0 0 0 0 0 0 0 0 0 0 0
67 11 0 0 0 0 0 0 0 0 0 0 0
68 13 0 0 0 0 0 0 0 0 0 0 0
69 19 0 0 0 0 0 0 0 0 0 0 0
70 9 0 0 0 0 0 0 0 0 0 0 0
71 19 0 0 0 0 0 0 0 0 0 0 0
72 13 0 0 0 0 0 0 0 0 0 0 0
73 12 0 0 0 0 0 0 0 0 0 0 0
74 8 0 0 0 0 0 0 0 0 0 0 0
75 6 0 0 0 0 0 0 0 0 0 0 0
76 9 0 0 0 0 0 0 0 0 0 0 0
77 15 0 0 0 0 0 0 0 0 0 0 0
78 10 0 0 0 0 0 0 0 0 0 0 0
79 5 0 0 0 0 0 0 0 0 0 0 0
80 8 0 0 0 0 0 0 0 0 0 0 0
81 9 0 0 0 0 0 0 0 0 0 0 0
82 10 0 0 0 0 0 0 0 0 0 0 0
83 15 0 0 0 0 0 0 0 0 0 0 0
84 12 0 0 0 0 0 0 0 0 0 0 0
85 5 0 0 0 0 0 0 0 0 0 0 0
86 9 0 0 0 0 0 0 0 0 0 0 0
87 4 0 0 0 0 0 0 0 0 0 0 0
88 4 0 0 0 0 0 0 0 0 0 0 0
89 5 0 0 0 0 0 0 0 0 0 0 0
90 11 0 0 0 0 0 0 0 0 0 0 0
91 8 0 0 0 0 0 0 0 0 0 0 0
92 13 0 0 0 0 0 0 0 0 0 0 0
93 14 0 0 0 0 0 0 0 0 0 0 0
94 12 0 0 0 0 0 0 0 0 0 0 0
95 9 0 0 0 0 0 0 0 0 0 0 0
96 7 0 0 0 0 0 0 0 0 0 0 0
97 11 0 0 0 0 0 0 0 0 0 0 0
98 5 0 0 0 0 0 0 0 0 0 0 0
99 7 0 0 0 0 0 0 0 0 0 0 0
100 9 0 0 0 0 0 0 0 0 0 0 0
