#rank q_avg rank q_avg
1 5 0 0
2 5 0 0
3 4 0 0
4 3 0 0
5 4 0 0
6 3 0 0
7 3 0 0
8 3 0 0
9 2 0 0
10 2 0 0
11 2 0 0
12 2 0 0
13 2 0 0
14 2 0 0
15 2 0 0
16 2 0 0
17 2 0 0
18 2 0 0
19 1 0 0
20 1 0 0
21 1 0 0
22 1 0 0
23 1 0 0
24 1 0 0
25 1 0 0
26 1 0 0
27 1 0 0
28 1 0 0
29 1 0 0
30 1 0 0
31 1 0 0
32 1 0 0
33 1 0 0
34 1 0 0
35 1 0 0
36 1 0 0
37 1 0 0
38 1 0 0
39 1 0 0
40 1 0 0
41 1 0 0
42 1 0 0
43 2 0 0
44 1 0 0
45 1 0 0
46 1 0 0
47 1 0 0
48 1 0 0
49 1 0 0
50 2 0 0
51 2 0 0
52 2 0 0
53 2 0 0
54 2 0 0
55 2 0 0
56 2 0 0
57 2 0 0
58 1 0 0
59 2 0 0
60 2 0 0
61 2 0 0
62 2 0 0
63 2 0 0
64 2 0 0
65 2 0 0
66 NaN 0 NaN
67 2 0 0
68 1 0 0
69 2 0 0
70 2 0 0
71 2 0 0
72 2 0 0
73 1 0 0
74 2 0 0
75 2 0 0
76 2 0 0
77 2 0 0
78 2 0 0
79 2 0 0
80 2 0 0
81 2 0 0
82 2 0 0
83 2 0 0
84 2 0 0
85 2 0 0
86 2 0 0
87 2 0 0
88 2 0 0
89 2 0 0
90 2 0 0
91 2 0 0
92 2 0 0
93 2 0 0
94 2 0 0
95 2 0 0
96 2 0 0
97 2 0 0
98 2 0 0
99 2 0 0
100 2 0 0
101 2 0 0
102 1.14286 0 0
103 2 0 0
104 2 0 0
105 2 0 0
106 2 0 0
107 2 0 0
108 2 0 0
109 2 0 0
110 2 0 0
111 2 0 0
112 2 0 0
113 2 0 0
114 2 0 0
115 2 0 0
116 2 0 0
117 2 0 0
118 2 0 0
119 NaN 0 NaN
120 2 0 0
121 2 0 0
122 1 0 0
123 2 0 0
124 2 0 0
125 2 0 0
126 2 0 0
127 2 0 0
128 2 0 0
129 2 0 0
130 2 0 0
131 2 0 0
132 2 0 0
