#rank q_avg rank q_avg
1 5 0 0
2 3 0 0
3 2 0 0
4 2 0 0
5 5 0 0
6 2 0 0
7 0 0 0
8 5 0 0
9 0 0 0
10 2 0 0
11 0 0 0
12 NaN 0 NaN
13 2 0 0
14 1 0 0
15 0 0 0
16 0 0 0
17 1 0 0
18 2 0 0
19 0 0 0
20 0 0 0
21 0 0 0
22 0 0 0
23 2 0 0
24 NaN 0 NaN
25 0 0 0
26 1 0 0
27 1 0 0
28 0 0 0
29 0 0 0
30 0 0 0
31 1 0 0
32 0 0 0
33 0 0 0
34 NaN 0 NaN
35 0 0 0
36 1 0 0
37 0 0 0
38 0 0 0
39 0 0 0
40 0 0 0
41 1 0 0
42 NaN 0 NaN
43 0 0 0
44 NaN 0 NaN
45 0 0 0
46 0 0 0
47 0 0 0
48 0 0 0
49 1 0 0
50 0 0 0
51 0 0 0
52 0 0 0
53 0 0 0
54 0 0 0
55 0 0 0
56 0 0 0
57 0 0 0
58 0 0 0
59 0 0 0
60 1 0 0
61 0 0 0
62 0 0 0
63 0 0 0
64 0 0 0
65 0 0 0
66 0 0 0
67 0 0 0
68 0 0 0
69 0 0 0
70 0 0 0
71 0 0 0
72 0 0 0
73 0 0 0
74 0 0 0
75 0 0 0
76 NaN 0 NaN
77 0 0 0
78 1 0 0
79 NaN 0 NaN
80 0 0 0
81 0 0 0
82 0 0 0
83 NaN 0 NaN
84 0 0 0
85 1 0 0
86 0 0 0
87 0 0 0
88 0 0 0
89 0 0 0
90 0 0 0
91 0 0 0
92 0 0 0
93 1 0 0
94 0 0 0
95 0 0 0
96 0 0 0
97 0 0 0
98 0 0 0
99 0 0 0
100 NaN 0 NaN
101 NaN 0 NaN
102 0 0 0
103 0 0 0
104 0 0 0
105 NaN 0 NaN
106 0 0 0
107 NaN 0 NaN
108 0 0 0
109 1 0 0
110 0 0 0
111 1 0 0
112 0 0 0
113 0 0 0
114 0 0 0
115 0 0 0
116 NaN 0 NaN
117 0 0 0
118 NaN 0 NaN
119 NaN 0 NaN
120 0 0 0
121 0 0 0
122 0 0 0
123 0 0 0
124 1 0 0
125 0 0 0
126 0 0 0
127 0 0 0
128 0 0 0
129 0 0 0
130 0 0 0
131 0 0 0
132 0 0 0
133 0 0 0
134 1 0 0
135 0 0 0
136 0 0 0
137 0 0 0
138 NaN 0 NaN
139 0 0 0
140 0 0 0
141 NaN 0 NaN
142 NaN 0 NaN
143 NaN 0 NaN
144 0 0 0
145 0 0 0
146 0 0 0
147 0 0 0
148 0 0 0
149 0 0 0
150 1 0 0
151 0 0 0
152 NaN 0 NaN
153 0 0 0
154 0 0 0
155 0 0 0
156 NaN 0 NaN
157 0 0 0
158 0 0 0
159 0 0 0
160 0 0 0
161 0 0 0
162 0 0 0
163 0 0 0
164 NaN 0 NaN
165 0 0 0
166 0 0 0
167 0 0 0
168 0 0 0
169 0 0 0
170 0 0 0
171 NaN 0 NaN
172 0 0 0
173 NaN 0 NaN
174 NaN 0 NaN
175 NaN 0 NaN
176 NaN 0 NaN
177 0 0 0
178 1 0 0
179 0 0 0
180 0 0 0
181 0 0 0
182 0 0 0
183 0 0 0
184 NaN 0 NaN
185 0 0 0
186 1 0 0
187 0 0 0
188 0 0 0
189 NaN 0 NaN
190 0 0 0
191 0 0 0
192 NaN 0 NaN
193 0 0 0
194 NaN 0 NaN
195 0 0 0
196 0 0 0
197 0 0 0
198 1 0 0
199 0 0 0
200 NaN 0 NaN
201 0 0 0
202 0 0 0
203 0 0 0
204 1 0 0
205 0 0 0
206 NaN 0 NaN
207 NaN 0 NaN
208 0 0 0
209 NaN 0 NaN
210 NaN 0 NaN
211 0 0 0
212 0 0 0
213 NaN 0 NaN
214 NaN 0 NaN
215 0 0 0
216 NaN 0 NaN
217 NaN 0 NaN
218 NaN 0 NaN
219 NaN 0 NaN
220 NaN 0 NaN
221 NaN 0 NaN
222 0 0 0
223 0 0 0
224 NaN 0 NaN
225 0 0 0
226 0 0 0
227 NaN 0 NaN
228 0 0 0
229 0 0 0
230 NaN 0 NaN
231 0 0 0
232 0 0 0
233 NaN 0 NaN
234 1 0 0
235 0 0 0
236 NaN 0 NaN
237 NaN 0 NaN
238 0 0 0
239 0 0 0
240 0 0 0
241 0 0 0
242 0 0 0
243 0 0 0
244 0 0 0
245 0 0 0
246 0 0 0
247 0 0 0
248 NaN 0 NaN
249 0 0 0
250 0 0 0
251 NaN 0 NaN
252 NaN 0 NaN
253 NaN 0 NaN
254 0 0 0
255 NaN 0 NaN
256 NaN 0 NaN
257 0 0 0
258 NaN 0 NaN
259 0 0 0
260 NaN 0 NaN
261 NaN 0 NaN
262 NaN 0 NaN
263 0 0 0
264 0 0 0
265 NaN 0 NaN
266 0 0 0
267 NaN 0 NaN
268 NaN 0 NaN
269 NaN 0 NaN
270 NaN 0 NaN
271 0 0 0
272 0 0 0
273 NaN 0 NaN
274 NaN 0 NaN
275 0 0 0
276 0 0 0
277 NaN 0 NaN
278 0 0 0
279 0 0 0
280 0 0 0
281 0 0 0
282 0 0 0
283 0 0 0
284 NaN 0 NaN
285 0 0 0
286 0 0 0
287 0 0 0
288 NaN 0 NaN
289 0 0 0
290 0 0 0
291 0 0 0
292 0 0 0
293 0 0 0
294 NaN 0 NaN
295 NaN 0 NaN
296 0 0 0
297 0 0 0
298 NaN 0 NaN
299 NaN 0 NaN
300 0 0 0
